second-level_category,date,residual
Litter & Toilet,2023-04-01,-12829070.255023802
Litter & Toilet,2023-05-01,-6649504.874698883
Litter & Toilet,2023-06-01,-8549531.234668791
Litter & Toilet,2023-07-01,-14429774.311315589
Litter & Toilet,2023-08-01,-16928526.353486948
Litter & Toilet,2023-09-01,-19737678.384445943
Litter & Toilet,2023-10-01,-17121460.213839352
Litter & Toilet,2023-11-01,-8330770.01463354
Litter & Toilet,2023-12-01,-10103715.095794907
Litter & Toilet,2024-01-01,-11251818.565574119
Litter & Toilet,2024-02-01,-14031378.561894376
Litter & Toilet,2024-03-01,-11703045.693557449
Litter & Toilet,2024-04-01,28177052.62497507
Litter & Toilet,2024-05-01,19553422.514231794
Litter & Toilet,2024-06-01,7405050.183738014
Litter & Toilet,2024-07-01,-155276415.926868
Litter & Toilet,2024-08-01,12405727.925632033
Litter & Toilet,2024-09-01,17572686.699086934
Litter & Toilet,2024-10-01,7507666.310803031
Litter & Toilet,2024-11-01,-7941791.290934244
Litter & Toilet,2024-12-01,-22342399.595811
Litter & Toilet,2025-01-01,11133159.76321931
Litter & Toilet,2025-02-01,14506423.955936361
Litter & Toilet,2025-03-01,15094778.687664893
Litter & Toilet,2025-04-01,32028863.37332224
Litter & Toilet,2025-05-01,19196255.987516064
Litter & Toilet,2025-06-01,28057277.059707608
Litter & Toilet,2025-07-01,3222977.707931676
Litter & Toilet,2025-08-01,19906918.554049626
Litter & Toilet,2025-09-01,-53211778.22809244
Litter & Toilet,2025-10-01,-146037346.10790572
Litter & Toilet,2025-11-01,115790425.68795371
Loafers & Boat Shoes,2022-03-01,0.0
Loafers & Boat Shoes,2022-04-01,3324.0
Loafers & Boat Shoes,2022-05-01,1591.678063315418
Loafers & Boat Shoes,2022-06-01,3293.8126508000278
Loafers & Boat Shoes,2022-07-01,5788.140830036422
Loafers & Boat Shoes,2022-08-01,2318.1836018530666
Loafers & Boat Shoes,2022-09-01,2348.2937869688667
Loafers & Boat Shoes,2022-10-01,-451.9994782304575
Loafers & Boat Shoes,2022-11-01,973.2128649796405
Loafers & Boat Shoes,2022-12-01,10874.266905691531
Loafers & Boat Shoes,2023-01-01,3970.8286845785015
Loafers & Boat Shoes,2023-02-01,3431.1325554567047
Loafers & Boat Shoes,2023-03-01,8049.699148680211
Loafers & Boat Shoes,2023-04-01,-1368.336623579069
Loafers & Boat Shoes,2023-05-01,-1355.4929867272213
Loafers & Boat Shoes,2023-06-01,2631.6609951606843
Loafers & Boat Shoes,2023-07-01,281.0448273162001
Loafers & Boat Shoes,2023-08-01,4383.566617712637
Loafers & Boat Shoes,2023-09-01,1722.9294626371911
Loafers & Boat Shoes,2023-10-01,1767.836715072659
Loafers & Boat Shoes,2023-11-01,-2988.7271370489416
Loafers & Boat Shoes,2023-12-01,-3944.515730712121
Loafers & Boat Shoes,2024-01-01,-947.6952866269507
Loafers & Boat Shoes,2024-02-01,-1187.4840759534845
Loafers & Boat Shoes,2024-03-01,-1829.191804490346
Loafers & Boat Shoes,2024-04-01,-4164.795059140028
Loafers & Boat Shoes,2024-05-01,3365.451741743882
Loafers & Boat Shoes,2024-06-01,37048.75166174935
Loafers & Boat Shoes,2024-07-01,-16968.363537615798
Loafers & Boat Shoes,2024-08-01,-3036.3012454607633
Loafers & Boat Shoes,2024-09-01,-5527.588077513819
Loafers & Boat Shoes,2024-10-01,-1515.7240976137764
Loafers & Boat Shoes,2024-11-01,-378.11267476211015
Loafers & Boat Shoes,2024-12-01,-10809.549867903706
Loafers & Boat Shoes,2025-01-01,-1138.3249970808065
Loafers & Boat Shoes,2025-02-01,-4699.652580910617
Loafers & Boat Shoes,2025-03-01,-9230.491095641595
Loafers & Boat Shoes,2025-04-01,-2855.2649874572253
Loafers & Boat Shoes,2025-05-01,-3880.3328874971185
Loafers & Boat Shoes,2025-06-01,-823.1576124307576
Loafers & Boat Shoes,2025-07-01,1997.0118097331579
Loafers & Boat Shoes,2025-08-01,38198.13984280773
Loafers & Boat Shoes,2025-09-01,8996.798128394403
Loafers & Boat Shoes,2025-10-01,-4607.255769956071
Loafers & Boat Shoes,2025-11-01,-7635.144233229893
Luggage,2022-03-01,2038.0
Luggage,2022-04-01,-141.00811126013377
Luggage,2022-05-01,-258.69827212038854
Luggage,2022-06-01,-262.361158441003
Luggage,2022-07-01,2141.1424612359856
Luggage,2022-08-01,8154.673659824199
Luggage,2022-09-01,4891.157273066007
Luggage,2022-10-01,11065.835180309816
Luggage,2022-11-01,-7007.466730474065
Luggage,2022-12-01,3236.1068585221055
Luggage,2023-01-01,-3861.966254197876
Luggage,2023-02-01,19682.24859519058
Luggage,2023-03-01,9243.686113067153
Luggage,2023-04-01,-12410.987126518961
Luggage,2023-05-01,-8489.33681363748
Luggage,2023-06-01,-5301.225529742167
Luggage,2023-07-01,-2413.013518716558
Luggage,2023-08-01,-3972.3360602593893
Luggage,2023-09-01,-6121.4619082815225
Luggage,2023-10-01,-2856.23642115871
Luggage,2023-11-01,2721.876084396172
Luggage,2023-12-01,8633.95735446298
Luggage,2024-01-01,-4900.556225353486
Luggage,2024-02-01,-4838.8765562880835
Luggage,2024-03-01,-4053.301469800037
Luggage,2024-04-01,-3319.136865227323
Luggage,2024-05-01,-5640.346929605855
Luggage,2024-06-01,-3797.2181954982107
Luggage,2024-07-01,983.1878529550352
Luggage,2024-08-01,7001.28412922347
Luggage,2024-09-01,5750.233700712254
Luggage,2024-10-01,8586.479246490055
Luggage,2024-11-01,45143.95954468845
Luggage,2024-12-01,-8877.444194794858
Luggage,2025-01-01,-16540.097154012987
Luggage,2025-02-01,2501.8902664674733
Luggage,2025-03-01,-3196.219673537442
Luggage,2025-04-01,6133.875170641662
Luggage,2025-05-01,-4429.999994229664
Luggage,2025-06-01,26337.7791225723
Luggage,2025-07-01,-7830.352621326456
Luggage,2025-08-01,23562.00780178414
Luggage,2025-09-01,15566.27985295606
Luggage,2025-10-01,-927.2203858174544
Luggage,2025-11-01,-1677.520489454837
Magazines & Newspaper,2022-03-01,0.0
Magazines & Newspaper,2022-04-01,0.0
Magazines & Newspaper,2022-05-01,0.0
Magazines & Newspaper,2022-06-01,0.0
Magazines & Newspaper,2022-07-01,0.0
Magazines & Newspaper,2022-08-01,0.0
Magazines & Newspaper,2022-09-01,0.0
Magazines & Newspaper,2022-10-01,0.0
Magazines & Newspaper,2022-11-01,0.0
Magazines & Newspaper,2022-12-01,0.0
Magazines & Newspaper,2023-01-01,0.0
Magazines & Newspaper,2023-02-01,0.0
Magazines & Newspaper,2023-03-01,0.0
Magazines & Newspaper,2023-04-01,0.0
Magazines & Newspaper,2023-05-01,0.0
Magazines & Newspaper,2023-06-01,0.0
Magazines & Newspaper,2023-07-01,0.0
Magazines & Newspaper,2023-08-01,0.0
Magazines & Newspaper,2023-09-01,4521.0
Magazines & Newspaper,2023-10-01,74.08229456040681
Magazines & Newspaper,2023-11-01,753.6619944519541
Magazines & Newspaper,2023-12-01,-1525.635110094187
Magazines & Newspaper,2024-01-01,-865.3946473675578
Magazines & Newspaper,2024-02-01,-710.2472714920647
Magazines & Newspaper,2024-03-01,-634.5505089195914
Magazines & Newspaper,2024-04-01,-576.9233152450464
Magazines & Newspaper,2024-05-01,-409.1106085146213
Magazines & Newspaper,2024-06-01,-333.75427576942576
Magazines & Newspaper,2024-07-01,-307.95754995167806
Magazines & Newspaper,2024-08-01,1619.4257524933737
Magazines & Newspaper,2024-09-01,-1801.1244701202713
Magazines & Newspaper,2024-10-01,-784.1036503920914
Magazines & Newspaper,2024-11-01,-536.4486873605608
Magazines & Newspaper,2024-12-01,-5.399793795778805
Magazines & Newspaper,2025-01-01,59.20221718137529
Magazines & Newspaper,2025-02-01,72.06940792019677
Magazines & Newspaper,2025-03-01,42.824406392050264
Magazines & Newspaper,2025-04-01,-32.61141235440276
Magazines & Newspaper,2025-05-01,1991.667638760971
Magazines & Newspaper,2025-06-01,-600.8512657720473
Magazines & Newspaper,2025-07-01,-345.9122754940639
Magazines & Newspaper,2025-08-01,-498.44605974271917
Magazines & Newspaper,2025-09-01,-1976.3010858174466
Magazines & Newspaper,2025-10-01,-521.0952330984693
Magazines & Newspaper,2025-11-01,-503.66328162325044
Makeup,2022-03-01,1088993.0
Makeup,2022-04-01,21642.37987700058
Makeup,2022-05-01,218122.8792329441
Makeup,2022-06-01,464186.9741323106
Makeup,2022-07-01,704086.3965694262
Makeup,2022-08-01,541301.4340022422
Makeup,2022-09-01,-16051.563572442043
Makeup,2022-10-01,-393721.64892058785
Makeup,2022-11-01,-713270.8747508883
Makeup,2022-12-01,83122.36864021374
Makeup,2023-01-01,423994.22420069785
Makeup,2023-02-01,321547.4475130562
Makeup,2023-03-01,-218554.3505893359
Makeup,2023-04-01,-412008.69698315207
Makeup,2023-05-01,-111586.6974549226
Makeup,2023-06-01,266274.6001734426
Makeup,2023-07-01,833758.001078317
Makeup,2023-08-01,618211.6467069518
Makeup,2023-09-01,-183255.23435483687
Makeup,2023-10-01,-569700.0616161674
Makeup,2023-11-01,-230993.39275302365
Makeup,2023-12-01,1042084.3281511145
Makeup,2024-01-01,1233315.8628073586
Makeup,2024-02-01,789329.6276985309
Makeup,2024-03-01,-2031297.3552599992
Makeup,2024-04-01,-2309092.933611611
Makeup,2024-05-01,-1366619.2164636254
Makeup,2024-06-01,3184563.597823458
Makeup,2024-07-01,1725868.3323144391
Makeup,2024-08-01,-280244.0284919704
Makeup,2024-09-01,8638883.427309368
Makeup,2024-10-01,-472815.3216174282
Makeup,2024-11-01,-3694477.293313098
Makeup,2024-12-01,-77608.78112767264
Makeup,2025-01-01,893196.0686348996
Makeup,2025-02-01,-349790.2630614112
Makeup,2025-03-01,-6386632.917845372
Makeup,2025-04-01,-6984534.250913531
Makeup,2025-05-01,-5512334.331776738
Makeup,2025-06-01,421428.0354076908
Makeup,2025-07-01,1319374.1073513986
Makeup,2025-08-01,-1731027.4011947978
Makeup,2025-09-01,2826108.7466570996
Makeup,2025-10-01,-1779477.654011242
Makeup,2025-11-01,8587173.454249358
Maternity Accessories,2022-03-01,1529.0
Maternity Accessories,2022-04-01,511.9364542873691
Maternity Accessories,2022-05-01,2433.570033680897
Maternity Accessories,2022-06-01,-1166.9576174390568
Maternity Accessories,2022-07-01,-1788.3939028336208
Maternity Accessories,2022-08-01,2263.0679743491773
Maternity Accessories,2022-09-01,-974.505776158042
Maternity Accessories,2022-10-01,3019.0425034457467
Maternity Accessories,2022-11-01,13.672775899850421
Maternity Accessories,2022-12-01,-4011.7173846109235
Maternity Accessories,2023-01-01,1484.7212553539907
Maternity Accessories,2023-02-01,4179.3299305762575
Maternity Accessories,2023-03-01,7040.2518077023815
Maternity Accessories,2023-04-01,-5290.315844819591
Maternity Accessories,2023-05-01,-14341.95719722475
Maternity Accessories,2023-06-01,11337.288241394823
Maternity Accessories,2023-07-01,-6516.679788910336
Maternity Accessories,2023-08-01,5064.071818584345
Maternity Accessories,2023-09-01,-4098.011636044786
Maternity Accessories,2023-10-01,2277.088599432973
Maternity Accessories,2023-11-01,-5957.2974908888245
Maternity Accessories,2023-12-01,2988.81065561304
Maternity Accessories,2024-01-01,-1965.7297686129805
Maternity Accessories,2024-02-01,117.93832745151883
Maternity Accessories,2024-03-01,-3594.8331216162296
Maternity Accessories,2024-04-01,1797.833077915233
Maternity Accessories,2024-05-01,12475.718914982846
Maternity Accessories,2024-06-01,2011.708633511942
Maternity Accessories,2024-07-01,-11659.930084989146
Maternity Accessories,2024-08-01,-3371.384015522583
Maternity Accessories,2024-09-01,2381.712459304921
Maternity Accessories,2024-10-01,-1366.3960080410639
Maternity Accessories,2024-11-01,8682.803019821284
Maternity Accessories,2024-12-01,-4925.327739648666
Maternity Accessories,2025-01-01,-828.6672113903796
Maternity Accessories,2025-02-01,-1054.8691187777476
Maternity Accessories,2025-03-01,-8484.948379830335
Maternity Accessories,2025-04-01,9389.080608012813
Maternity Accessories,2025-05-01,-2306.616008918194
Maternity Accessories,2025-06-01,5152.4850328590055
Maternity Accessories,2025-07-01,308.3957437666286
Maternity Accessories,2025-08-01,4964.13631436498
Maternity Accessories,2025-09-01,3999.647000341738
Maternity Accessories,2025-10-01,185.56668936864662
Maternity Accessories,2025-11-01,-2560.1022892235997
Maternity Healthcare,2022-03-01,8894.0
Maternity Healthcare,2022-04-01,3089.0139680627453
Maternity Healthcare,2022-05-01,3854.5285366513726
Maternity Healthcare,2022-06-01,-1547.2278116337184
Maternity Healthcare,2022-07-01,-3680.385671453045
Maternity Healthcare,2022-08-01,-492.0289370002756
Maternity Healthcare,2022-09-01,-6418.289637542768
Maternity Healthcare,2022-10-01,643.5424195659643
Maternity Healthcare,2022-11-01,1933.6898232650055
Maternity Healthcare,2022-12-01,-5589.5068562024135
Maternity Healthcare,2023-01-01,-5156.366477106856
Maternity Healthcare,2023-02-01,-5533.532046070824
Maternity Healthcare,2023-03-01,20576.539822016846
Maternity Healthcare,2023-04-01,-14334.327995420117
Maternity Healthcare,2023-05-01,-6292.83608913458
Maternity Healthcare,2023-06-01,-3039.305826967029
Maternity Healthcare,2023-07-01,-709.3543824492881
Maternity Healthcare,2023-08-01,-5195.697022214812
Maternity Healthcare,2023-09-01,-1903.602118836322
Maternity Healthcare,2023-10-01,-8525.696170871512
Maternity Healthcare,2023-11-01,-8894.990265306833
Maternity Healthcare,2023-12-01,-272.4312980177938
Maternity Healthcare,2024-01-01,-1134.0208572060465
Maternity Healthcare,2024-02-01,2571.9950066582965
Maternity Healthcare,2024-03-01,-29769.861237940248
Maternity Healthcare,2024-04-01,6265.538451231507
Maternity Healthcare,2024-05-01,714.2700556453892
Maternity Healthcare,2024-06-01,12376.994969942214
Maternity Healthcare,2024-07-01,-10859.370056860193
Maternity Healthcare,2024-08-01,4053.9170779188826
Maternity Healthcare,2024-09-01,23831.72980601742
Maternity Healthcare,2024-10-01,-1065.4064408449376
Maternity Healthcare,2024-11-01,9882.173169428648
Maternity Healthcare,2024-12-01,-214.786307261822
Maternity Healthcare,2025-01-01,-2193.393712771478
Maternity Healthcare,2025-02-01,7158.537951590357
Maternity Healthcare,2025-03-01,1047.4349025090905
Maternity Healthcare,2025-04-01,7798.387181619553
Maternity Healthcare,2025-05-01,-418.9990420095237
Maternity Healthcare,2025-06-01,-11862.037609409672
Maternity Healthcare,2025-07-01,8359.582135258412
Maternity Healthcare,2025-08-01,-309.6233891982847
Maternity Healthcare,2025-09-01,22494.048488265747
Maternity Healthcare,2025-10-01,14013.471053767465
Maternity Healthcare,2025-11-01,-18522.48221242067
Maternity Wear,2022-03-01,38836.0
Maternity Wear,2022-04-01,-2773.4900365810026
Maternity Wear,2022-05-01,5909.170272977426
Maternity Wear,2022-06-01,269.4308667525911
Maternity Wear,2022-07-01,-1921.2336307860387
Maternity Wear,2022-08-01,-593.2330476443894
Maternity Wear,2022-09-01,-9371.862719407021
Maternity Wear,2022-10-01,-23291.463990103533
Maternity Wear,2022-11-01,-38497.376557803786
Maternity Wear,2022-12-01,-12371.713738482533
Maternity Wear,2023-01-01,-4146.103796341187
Maternity Wear,2023-02-01,-10880.574234702071
Maternity Wear,2023-03-01,25448.045760398956
Maternity Wear,2023-04-01,3811.159236835825
Maternity Wear,2023-05-01,4084.9552490269343
Maternity Wear,2023-06-01,2409.134930324857
Maternity Wear,2023-07-01,-527.6655823032997
Maternity Wear,2023-08-01,-2195.7249488608504
Maternity Wear,2023-09-01,-7037.525170451212
Maternity Wear,2023-10-01,-13860.577027832842
Maternity Wear,2023-11-01,-15196.552002320619
Maternity Wear,2023-12-01,-24544.181571548426
Maternity Wear,2024-01-01,-23017.859519065067
Maternity Wear,2024-02-01,-29128.28315759093
Maternity Wear,2024-03-01,-109783.20267633234
Maternity Wear,2024-04-01,-102071.22019894331
Maternity Wear,2024-05-01,-39521.08843426625
Maternity Wear,2024-06-01,115527.54299759603
Maternity Wear,2024-07-01,-92513.7472971263
Maternity Wear,2024-08-01,-115713.32316744342
Maternity Wear,2024-09-01,787632.7400332324
Maternity Wear,2024-10-01,42442.19583760644
Maternity Wear,2024-11-01,13535.689240987242
Maternity Wear,2024-12-01,-63349.49749840965
Maternity Wear,2025-01-01,-81942.91163409885
Maternity Wear,2025-02-01,-72736.46957682322
Maternity Wear,2025-03-01,-32426.3949600642
Maternity Wear,2025-04-01,8313.241028357645
Maternity Wear,2025-05-01,42376.034814071696
Maternity Wear,2025-06-01,-11691.340701716894
Maternity Wear,2025-07-01,22018.592286201718
Maternity Wear,2025-08-01,57739.557710947236
Maternity Wear,2025-09-01,-16243.285124540213
Maternity Wear,2025-10-01,23719.160288369865
Maternity Wear,2025-11-01,-66541.67322914241
Media Players,2022-03-01,0.0
Media Players,2022-04-01,0.0
Media Players,2022-05-01,1902.0
Media Players,2022-06-01,1952.620948468363
Media Players,2022-07-01,-60.51091146608633
Media Players,2022-08-01,1080.6290488642724
Media Players,2022-09-01,1805.7168560278199
Media Players,2022-10-01,3531.6783427433584
Media Players,2022-11-01,-249.81749993042104
Media Players,2022-12-01,-1937.446834434449
Media Players,2023-01-01,-82.18323213044869
Media Players,2023-02-01,1716.2432682995252
Media Players,2023-03-01,1044.7296699105414
Media Players,2023-04-01,773.5848084793959
Media Players,2023-05-01,-1903.4791336146354
Media Players,2023-06-01,-2563.1198987696816
Media Players,2023-07-01,830.6617136232803
Media Players,2023-08-01,-1353.7254516772782
Media Players,2023-09-01,998.3478402819642
Media Players,2023-10-01,240.20290335160098
Media Players,2023-11-01,-134.66578130809012
Media Players,2023-12-01,-1894.1503247165322
Media Players,2024-01-01,-2279.9280843337874
Media Players,2024-02-01,-1875.5487366839868
Media Players,2024-03-01,-1494.1641641776948
Media Players,2024-04-01,834.6241669065673
Media Players,2024-05-01,52.43228934440913
Media Players,2024-06-01,-2930.244240268076
Media Players,2024-07-01,72.07175392376757
Media Players,2024-08-01,-2347.5075320443184
Media Players,2024-09-01,15401.067669120357
Media Players,2024-10-01,902.2939125322482
Media Players,2024-11-01,1835.7640704313708
Media Players,2024-12-01,-350.6304996667095
Media Players,2025-01-01,-2572.597534151678
Media Players,2025-02-01,-4140.182792817669
Media Players,2025-03-01,-3051.856978019029
Media Players,2025-04-01,12509.849172724065
Media Players,2025-05-01,5651.330880953345
Media Players,2025-06-01,-1182.1559457385424
Media Players,2025-07-01,-6051.6655447534295
Media Players,2025-08-01,1845.0721916173802
Media Players,2025-09-01,-3790.7283215200114
Media Players,2025-10-01,3060.330752492151
Media Players,2025-11-01,-2098.529911670579
Medical Supplies,2022-03-01,9258164.0
Medical Supplies,2022-04-01,1956771.0018808134
Medical Supplies,2022-05-01,-1021630.9090006724
Medical Supplies,2022-06-01,1032702.3962712111
Medical Supplies,2022-07-01,-992459.2044625115
Medical Supplies,2022-08-01,1829970.158667544
Medical Supplies,2022-09-01,-2841020.3647110946
Medical Supplies,2022-10-01,-6807536.24581534
Medical Supplies,2022-11-01,-2169938.5107569434
Medical Supplies,2022-12-01,4408985.179318346
Medical Supplies,2023-01-01,2061770.023597815
Medical Supplies,2023-02-01,-2665965.633733323
Medical Supplies,2023-03-01,7405894.715964723
Medical Supplies,2023-04-01,-7305247.812154476
Medical Supplies,2023-05-01,-4632763.467113797
Medical Supplies,2023-06-01,767547.0802211394
Medical Supplies,2023-07-01,-3073919.6403662823
Medical Supplies,2023-08-01,-593989.1268593115
Medical Supplies,2023-09-01,2751834.2427790323
Medical Supplies,2023-10-01,5978577.867525396
Medical Supplies,2023-11-01,496850.0215703137
Medical Supplies,2023-12-01,-3929499.7350995624
Medical Supplies,2024-01-01,-1251468.0257519586
Medical Supplies,2024-02-01,1894696.2819189932
Medical Supplies,2024-03-01,-13819841.029118499
Medical Supplies,2024-04-01,4031467.0580375483
Medical Supplies,2024-05-01,5673291.853656731
Medical Supplies,2024-06-01,2376403.553769647
Medical Supplies,2024-07-01,511115.9883238748
Medical Supplies,2024-08-01,-4681837.532802191
Medical Supplies,2024-09-01,2153890.759811993
Medical Supplies,2024-10-01,1079304.0321095092
Medical Supplies,2024-11-01,2547013.490743061
Medical Supplies,2024-12-01,-1792812.956792171
Medical Supplies,2025-01-01,-555198.1133788824
Medical Supplies,2025-02-01,1275577.3812197633
Medical Supplies,2025-03-01,1243106.8307960173
Medical Supplies,2025-04-01,414866.1655720277
Medical Supplies,2025-05-01,1894636.5724234888
Medical Supplies,2025-06-01,-3424939.375655446
Medical Supplies,2025-07-01,2998749.6173880287
Medical Supplies,2025-08-01,2825627.2430369556
Medical Supplies,2025-09-01,10278861.711393159
Medical Supplies,2025-10-01,1983036.5941381026
Medical Supplies,2025-11-01,6673145.947735183
Men Muslim Wear,2022-03-01,0.0
Men Muslim Wear,2022-04-01,0.0
Men Muslim Wear,2022-05-01,0.0
Men Muslim Wear,2022-06-01,0.0
Men Muslim Wear,2022-07-01,0.0
Men Muslim Wear,2022-08-01,0.0
Men Muslim Wear,2022-09-01,0.0
Men Muslim Wear,2022-10-01,0.0
Men Muslim Wear,2022-11-01,0.0
Men Muslim Wear,2022-12-01,0.0
Men Muslim Wear,2023-01-01,0.0
Men Muslim Wear,2023-02-01,0.0
Men Muslim Wear,2023-03-01,0.0
Men Muslim Wear,2023-04-01,0.0
Men Muslim Wear,2023-05-01,0.0
Men Muslim Wear,2023-06-01,0.0
Men Muslim Wear,2023-07-01,0.0
Men Muslim Wear,2023-08-01,0.0
Men Muslim Wear,2023-09-01,0.0
Men Muslim Wear,2023-10-01,0.0
Men Muslim Wear,2023-11-01,0.0
Men Muslim Wear,2023-12-01,0.0
Men Muslim Wear,2024-01-01,0.0
Men Muslim Wear,2024-02-01,0.0
Men Muslim Wear,2024-03-01,0.0
Men Muslim Wear,2024-04-01,0.0
Men Muslim Wear,2024-05-01,0.0
Men Muslim Wear,2024-06-01,0.0
Men Muslim Wear,2024-07-01,0.0
Men Muslim Wear,2024-08-01,0.0
Men Muslim Wear,2024-09-01,0.0
Men Muslim Wear,2024-10-01,0.0
Men Muslim Wear,2024-11-01,0.0
Men Muslim Wear,2024-12-01,0.0
Men Muslim Wear,2025-01-01,0.0
Men Muslim Wear,2025-02-01,0.0
Men Muslim Wear,2025-03-01,0.0
Men Muslim Wear,2025-04-01,0.0
Men Muslim Wear,2025-05-01,0.0
Men Muslim Wear,2025-06-01,0.0
Men Muslim Wear,2025-07-01,0.0
Men Muslim Wear,2025-08-01,0.0
Men Muslim Wear,2025-09-01,20091.0
Men Muslim Wear,2025-10-01,-468.13549359980243
Men Muslim Wear,2025-11-01,-3030.308707697827
Men Watches,2022-03-01,44925.0
Men Watches,2022-04-01,9468.632403299736
Men Watches,2022-05-01,6632.677386172654
Men Watches,2022-06-01,-321.30639135480305
Men Watches,2022-07-01,3898.983833027014
Men Watches,2022-08-01,10374.962789199111
Men Watches,2022-09-01,-8570.416331471904
Men Watches,2022-10-01,-12669.79949882609
Men Watches,2022-11-01,-31509.714330985735
Men Watches,2022-12-01,34975.41662648959
Men Watches,2023-01-01,8966.891920654809
Men Watches,2023-02-01,-19234.44195825723
Men Watches,2023-03-01,-26637.23507567856
Men Watches,2023-04-01,-32822.66586258537
Men Watches,2023-05-01,-35846.750117044416
Men Watches,2023-06-01,-35988.136586651104
Men Watches,2023-07-01,-37255.29005676437
Men Watches,2023-08-01,-39685.6233998136
Men Watches,2023-09-01,-35591.74178379433
Men Watches,2023-10-01,-35147.08056143386
Men Watches,2023-11-01,-34144.55811667972
Men Watches,2023-12-01,27394.850516853883
Men Watches,2024-01-01,-11783.360077635858
Men Watches,2024-02-01,-45177.82059469148
Men Watches,2024-03-01,-97375.45941383089
Men Watches,2024-04-01,-102982.4980840424
Men Watches,2024-05-01,-78689.42371670817
Men Watches,2024-06-01,13960.070196030487
Men Watches,2024-07-01,-48504.954159821136
Men Watches,2024-08-01,-75228.29992103302
Men Watches,2024-09-01,429697.6499977505
Men Watches,2024-10-01,36800.09303623729
Men Watches,2024-11-01,-19428.639097114734
Men Watches,2024-12-01,-91172.23792853815
Men Watches,2025-01-01,-70045.16600282845
Men Watches,2025-02-01,-59242.790074144345
Men Watches,2025-03-01,2462.474767501568
Men Watches,2025-04-01,-25940.641686461226
Men Watches,2025-05-01,-42090.044116528894
Men Watches,2025-06-01,-32627.75183785829
Men Watches,2025-07-01,-45747.96707309733
Men Watches,2025-08-01,31414.726310364218
Men Watches,2025-09-01,-6899.157387860818
Men Watches,2025-10-01,90467.88052456337
Men Watches,2025-11-01,-53297.23041048905
Men's Care,2022-03-01,44234.0
Men's Care,2022-04-01,-17679.678769862236
Men's Care,2022-05-01,-20055.334498370503
Men's Care,2022-06-01,6978.864544218282
Men's Care,2022-07-01,12263.08981267683
Men's Care,2022-08-01,-58017.99013211293
Men's Care,2022-09-01,-48479.90523628528
Men's Care,2022-10-01,-5006.06867266084
Men's Care,2022-11-01,-35167.00532732555
Men's Care,2022-12-01,56498.54769175341
Men's Care,2023-01-01,-33670.82698592193
Men's Care,2023-02-01,-16761.66771890744
Men's Care,2023-03-01,157010.92851761534
Men's Care,2023-04-01,-304496.22040883853
Men's Care,2023-05-01,-40677.409475434164
Men's Care,2023-06-01,4889.497746569221
Men's Care,2023-07-01,-2017.611439836619
Men's Care,2023-08-01,-60734.171644770744
Men's Care,2023-09-01,-62086.59209585737
Men's Care,2023-10-01,-21659.11892419812
Men's Care,2023-11-01,-15197.72502672841
Men's Care,2023-12-01,83366.25429438209
Men's Care,2024-01-01,-122595.13616424263
Men's Care,2024-02-01,-59683.09443315861
Men's Care,2024-03-01,30863.96308626415
Men's Care,2024-04-01,-316165.1559283182
Men's Care,2024-05-01,2435.9093453303212
Men's Care,2024-06-01,-13533.624157197424
Men's Care,2024-07-01,-207784.917890121
Men's Care,2024-08-01,-107620.43086424464
Men's Care,2024-09-01,411218.69285268616
Men's Care,2024-10-01,-644724.16315184
Men's Care,2024-11-01,-16359.465216479832
Men's Care,2024-12-01,39695.057046298636
Men's Care,2025-01-01,-93040.74192161506
Men's Care,2025-02-01,-88535.6508070135
Men's Care,2025-03-01,41551.77712406021
Men's Care,2025-04-01,-99524.70023526973
Men's Care,2025-05-01,-462917.99036579486
Men's Care,2025-06-01,-32510.45837948435
Men's Care,2025-07-01,-214685.04359863326
Men's Care,2025-08-01,-111274.5861580596
Men's Care,2025-09-01,470107.2480932191
Men's Care,2025-10-01,428565.1726645329
Men's Care,2025-11-01,240324.9110455152
Microphones,2022-03-01,24925.0
Microphones,2022-04-01,-2370.3122992491335
Microphones,2022-05-01,-3268.271392725288
Microphones,2022-06-01,-7195.21191056884
Microphones,2022-07-01,-1730.4331870172027
Microphones,2022-08-01,-2854.149835625438
Microphones,2022-09-01,3769.6337339835154
Microphones,2022-10-01,-16422.034350395566
Microphones,2022-11-01,-17949.11231113503
Microphones,2022-12-01,16374.315039713743
Microphones,2023-01-01,481.3087596150144
Microphones,2023-02-01,-1220.7072449587722
Microphones,2023-03-01,51316.064472549464
Microphones,2023-04-01,-35666.71072244614
Microphones,2023-05-01,-10693.39584909394
Microphones,2023-06-01,-24866.662646218552
Microphones,2023-07-01,-7563.812787832845
Microphones,2023-08-01,-9819.053945462074
Microphones,2023-09-01,-3011.0296891187827
Microphones,2023-10-01,-34915.34540158632
Microphones,2023-11-01,-18755.789384515956
Microphones,2023-12-01,32670.115891801062
Microphones,2024-01-01,10632.840975404033
Microphones,2024-02-01,-5416.524411177277
Microphones,2024-03-01,26073.401426342636
Microphones,2024-04-01,-61583.01019237624
Microphones,2024-05-01,54954.62812947159
Microphones,2024-06-01,29262.57695155617
Microphones,2024-07-01,-48867.67876276835
Microphones,2024-08-01,-27281.362117834695
Microphones,2024-09-01,36719.67219006587
Microphones,2024-10-01,-95901.13010230988
Microphones,2024-11-01,-42786.061956400226
Microphones,2024-12-01,65347.29565026339
